PE, avg_PE, time
1.3276e+07 ,5.4439e+08 ,0.068963
1.3276e+07 ,5.4439e+08 ,0.069226
1.3276e+07 ,5.40569e+08 ,0.069445
1.3276e+07 ,5.40569e+08 ,0.069653
1.3276e+07 ,5.40569e+08 ,0.069861
1.3276e+07 ,5.40569e+08 ,0.070069
1.3276e+07 ,5.40569e+08 ,0.070275
1.3276e+07 ,5.40569e+08 ,0.070482
1.3276e+07 ,5.40569e+08 ,0.070689
1.3276e+07 ,5.40569e+08 ,0.070896
1.3276e+07 ,5.36803e+08 ,0.071103
1.3276e+07 ,5.36803e+08 ,0.07131
1.3276e+07 ,5.3309e+08 ,0.071518
1.3276e+07 ,5.3309e+08 ,0.071725
1.3276e+07 ,5.3309e+08 ,0.071933
1.3276e+07 ,5.29429e+08 ,0.072141
1.3276e+07 ,5.29429e+08 ,0.072348
1.3276e+07 ,5.29429e+08 ,0.072555
1.3276e+07 ,5.29429e+08 ,0.072761
1.3276e+07 ,5.2582e+08 ,0.072968
1.3276e+07 ,5.2582e+08 ,0.073225
1.3276e+07 ,5.2582e+08 ,0.073443
1.3276e+07 ,5.2582e+08 ,0.073653
1.3276e+07 ,5.2582e+08 ,0.073862
1.3276e+07 ,5.2582e+08 ,0.074069
1.3276e+07 ,5.2582e+08 ,0.074275
1.3276e+07 ,5.2582e+08 ,0.074491
1.3276e+07 ,5.2582e+08 ,0.0747
1.32755e+07 ,5.22261e+08 ,0.074908
1.32755e+07 ,5.22261e+08 ,0.075117
1.32755e+07 ,5.22261e+08 ,0.075323
1.32755e+07 ,5.22261e+08 ,0.07553
1.32755e+07 ,5.22261e+08 ,0.075737
1.32755e+07 ,5.22261e+08 ,0.075944
1.32755e+07 ,5.22261e+08 ,0.076153
1.32753e+07 ,5.1875e+08 ,0.07636
1.32753e+07 ,5.1875e+08 ,0.076593
1.32753e+07 ,5.1875e+08 ,0.076801
1.32753e+07 ,5.1875e+08 ,0.077008
1.32753e+07 ,5.1875e+08 ,0.077217
1.32753e+07 ,5.1875e+08 ,0.077425
1.32753e+07 ,5.1875e+08 ,0.077633
1.32753e+07 ,5.15288e+08 ,0.07784
1.32753e+07 ,5.15288e+08 ,0.078045
1.32753e+07 ,5.15288e+08 ,0.078252
1.32753e+07 ,5.15288e+08 ,0.078459
1.32753e+07 ,5.15288e+08 ,0.078666
1.32655e+07 ,5.11873e+08 ,0.078873
1.32655e+07 ,5.08504e+08 ,0.079086
1.32553e+07 ,5.0518e+08 ,0.079293
1.32553e+07 ,5.0518e+08 ,0.079527
1.32553e+07 ,5.0518e+08 ,0.079781
9.88901e+06 ,5.01878e+08 ,0.079998
9.88901e+06 ,5.01878e+08 ,0.080207
9.88901e+06 ,5.01878e+08 ,0.080414
9.88901e+06 ,5.01878e+08 ,0.080622
9.5575e+06 ,4.98618e+08 ,0.080829
9.5575e+06 ,4.98618e+08 ,0.081036
9.55749e+06 ,4.95401e+08 ,0.081243
9.55749e+06 ,4.95401e+08 ,0.08145
9.55749e+06 ,4.95401e+08 ,0.081663
9.55749e+06 ,4.95401e+08 ,0.081872
9.55741e+06 ,4.92225e+08 ,0.082079
9.55741e+06 ,4.92225e+08 ,0.082287
9.55741e+06 ,4.89091e+08 ,0.082494
9.55741e+06 ,4.89091e+08 ,0.082701
9.55741e+06 ,4.89091e+08 ,0.082907
9.55669e+06 ,4.85997e+08 ,0.083118
9.55669e+06 ,4.85997e+08 ,0.083326
9.55669e+06 ,4.85997e+08 ,0.083534
9.55669e+06 ,4.85997e+08 ,0.083741
9.55669e+06 ,4.85997e+08 ,0.083949
9.55664e+06 ,4.82943e+08 ,0.084158
9.55664e+06 ,4.82943e+08 ,0.084365
9.55664e+06 ,4.82943e+08 ,0.084571
9.55649e+06 ,4.79928e+08 ,0.084778
9.55646e+06 ,4.76951e+08 ,0.084991
9.55646e+06 ,4.76951e+08 ,0.085206
9.5564e+06 ,4.74011e+08 ,0.085414
9.55639e+06 ,4.71108e+08 ,0.085622
9.55639e+06 ,4.71108e+08 ,0.085828
9.55548e+06 ,4.68242e+08 ,0.086035
9.55472e+06 ,4.6541e+08 ,0.086243
9.55472e+06 ,4.6541e+08 ,0.08645
9.55472e+06 ,4.6541e+08 ,0.086658
9.55472e+06 ,4.6541e+08 ,0.086865
9.55472e+06 ,4.6541e+08 ,0.087071
9.55472e+06 ,4.6541e+08 ,0.087279
9.55472e+06 ,4.6541e+08 ,0.087486
9.52637e+06 ,4.62613e+08 ,0.087693
9.52637e+06 ,4.62613e+08 ,0.087901
9.52637e+06 ,4.62613e+08 ,0.088108
9.52637e+06 ,4.59851e+08 ,0.088316
9.52637e+06 ,4.59851e+08 ,0.088523
9.52637e+06 ,4.59851e+08 ,0.088729
9.52637e+06 ,4.57121e+08 ,0.088936
9.52634e+06 ,4.54425e+08 ,0.089144
9.52634e+06 ,4.54425e+08 ,0.08935
8.57436e+06 ,4.51755e+08 ,0.089558
8.57436e+06 ,4.51755e+08 ,0.089765
8.57436e+06 ,4.51755e+08 ,0.089973
8.57432e+06 ,4.49117e+08 ,0.09018
8.57421e+06 ,4.4651e+08 ,0.090386
8.57421e+06 ,4.4651e+08 ,0.090593
8.57421e+06 ,4.4651e+08 ,0.0908
8.57421e+06 ,4.43934e+08 ,0.091011
8.57421e+06 ,4.43934e+08 ,0.091219
8.57421e+06 ,4.43934e+08 ,0.091426
8.57412e+06 ,4.41388e+08 ,0.091634
8.57412e+06 ,4.41388e+08 ,0.09184
8.57412e+06 ,4.41388e+08 ,0.092049
8.57412e+06 ,4.41388e+08 ,0.092255
